date,co,no2,o3,so2,pm2_5,pm10
12/4/2024 18:00,707.63,22.28,30.76,12.99,6.1,15.34
12/4/2024 19:00,680.92,21.94,31.47,13.23,6.54,16.58
12/4/2024 20:00,654.22,21.42,33.62,13.95,7.41,18.68
12/4/2024 21:00,640.87,20.39,35.41,13.83,8.58,21.81
12/4/2024 22:00,614.17,18.34,37.91,12.88,8.89,22.95
12/4/2024 23:00,594.14,16.79,39.34,11.56,8.67,22.48
12/5/2024 0:00,627.52,18.51,33.26,11.56,9.84,20.31
12/5/2024 1:00,594.14,17.82,33.26,10.85,9.37,18.34
12/5/2024 2:00,527.38,15.08,35.41,9.54,8.59,16.96
12/5/2024 3:00,480.65,13.37,36.48,8.94,7.95,16.45
12/5/2024 4:00,460.63,13.02,36.12,8.94,7.78,16.38
12/5/2024 5:00,460.63,13.71,34.69,9.3,7.81,16.86
12/5/2024 6:00,487.33,14.74,32.54,9.66,8.08,18.27
12/5/2024 7:00,620.84,18.68,27.9,10.97,9.97,24.79
12/5/2024 8:00,947.95,26.73,19.85,15.26,14.46,34.75
12/5/2024 9:00,1121.52,29.82,18.24,16.69,17.53,42.54
12/5/2024 10:00,961.3,26.05,25.75,15.97,16.75,43.93
12/5/2024 11:00,707.63,19.71,36.84,13.47,13.61,40.41
12/5/2024 12:00,554.09,17.99,43.27,15.74,11.3,33.63
12/5/2024 13:00,453.95,18.17,47.92,19.55,10.96,29.05
12/5/2024 14:00,403.88,19.19,52.21,23.84,11.51,24.25
12/5/2024 15:00,453.95,26.05,38.98,27.66,12.21,22.06
12/5/2024 16:00,607.49,36.33,22.35,31.95,13.04,21.33
12/5/2024 17:00,807.76,39.41,12.7,28.37,11.51,19.19
12/5/2024 18:00,1014.71,38.73,6.26,24.08,12.46,21.88
12/5/2024 19:00,1081.47,37.36,3,21.46,13.67,25.4
12/5/2024 20:00,1188.28,37.36,1.32,21.22,17.2,34.76
12/5/2024 21:00,1308.44,36.67,0.56,21.46,22.47,46.59
12/5/2024 22:00,1255.04,34.27,1.1,19.31,24.39,51.32
12/5/2024 23:00,1228.33,32.56,2.37,15.97,24.48,50.48
