date,co,no2,o3,so2,pm2_5,pm10
11/1/2024 10:00,4058.84,82.94,0.75,44.35,89.21,125.46
11/1/2024 11:00,1762.39,52.09,32.19,26.7,40.22,56.68
11/1/2024 12:00,1401.9,37.7,66.52,24.8,31.38,43.59
11/1/2024 13:00,1335.14,32.56,92.98,24.08,29.36,39.99
11/1/2024 14:00,1388.55,35.3,103,25.99,29.18,39.03
11/1/2024 15:00,1495.36,41.81,87.26,27.18,28.81,38.61
11/1/2024 16:00,1695.63,50.04,62.23,26.7,28.67,38.5
11/1/2024 17:00,4966.74,100.08,5.9,43.39,65.25,88.41
11/1/2024 18:00,11322,116.53,0.02,75.34,151.51,200.28
11/1/2024 19:00,16235.3,130.24,0,96.32,255.94,333.56
11/1/2024 20:00,19653.3,142.57,0,103.95,392.16,511.65
11/1/2024 21:00,22003.2,143.95,0,101.09,531.8,699.65
11/1/2024 22:00,22644,141.2,0,97.27,634.99,840.04
11/1/2024 23:00,22003.2,141.2,0,93.46,663,879.19
11/2/2024 0:00,19439.7,138.46,0,76.29,587.41,779.36
11/2/2024 1:00,15380.9,127.49,0,55.31,492.54,654.67
11/2/2024 2:00,12283.3,112.41,0,37.19,429.56,573.05
11/2/2024 3:00,10894.8,97.33,0,28.61,416.25,559.75
11/2/2024 4:00,10360.7,85.68,0,28.37,426.67,577.61
11/2/2024 5:00,10574.3,79.51,0,33.38,450.14,597.36
11/2/2024 6:00,11322,72.66,0,34.33,471.78,607.82
11/2/2024 7:00,13351.4,72.66,0.01,46.25,502.53,632.99
11/2/2024 8:00,6942.75,102.82,0.17,54.84,256.09,304.6
11/2/2024 9:00,5767.82,94.59,0.43,51.5,186.45,220.97
11/2/2024 10:00,4859.92,89.11,0.92,44.82,147.93,175.92
11/2/2024 11:00,3257.75,85.68,0.82,30.99,92.2,110.41
11/2/2024 12:00,2376.56,75.4,8.05,26.7,60.49,74.74
11/2/2024 13:00,1949.31,63.75,17.52,28.13,45.71,58.22
11/2/2024 14:00,1842.5,66.49,17.17,33.86,40.08,51.79
11/2/2024 15:00,2136.23,79.51,5.01,41.48,44.17,57.05
11/2/2024 16:00,2723.69,87.05,0.34,44.82,53.4,68.25
11/2/2024 17:00,5126.95,97.33,0.01,53.41,84.76,107.63
11/2/2024 18:00,9292.6,109.67,0,68.66,143.77,181.07
11/2/2024 19:00,12497,119.27,0,77.25,215.5,271.42
11/2/2024 20:00,13565.1,123.38,0,78.2,271.41,341.29
11/2/2024 21:00,12924.2,120.64,0,71.53,290.17,363.76
11/2/2024 22:00,11962.9,119.27,0,62.94,292.92,364.65
11/2/2024 23:00,11642.5,115.16,0,61.99,304.86,378.46
11/3/2024 0:00,12603.8,113.79,0,70.57,333.07,414.12
11/3/2024 1:00,13565.1,117.9,0,77.25,366.26,450.1
11/3/2024 2:00,13565.1,117.9,0,78.2,390.45,474.29
11/3/2024 3:00,12069.7,109.67,0,67.71,368.81,446.12
11/3/2024 4:00,9613.04,91.85,0,48.64,314.15,374.7
11/3/2024 5:00,7049.56,74.03,0,30.28,244.69,286.15
11/3/2024 6:00,5821.23,63.06,0,26.46,205.05,239.06
11/3/2024 7:00,6034.85,61.69,0.08,33.86,194.57,230.9
11/3/2024 8:00,7476.81,74.03,0.49,47.21,203.53,243.58
11/3/2024 9:00,8544.92,91.85,0.96,56.27,205.93,247.84
11/3/2024 10:00,8117.68,108.3,1.7,58.17,186.34,225.92
11/3/2024 11:00,3898.62,94.59,7.42,35.29,80.01,97.94
11/3/2024 12:00,3364.56,94.59,10.28,40.53,68.27,84.34
11/3/2024 13:00,3257.75,102.82,10.64,53.88,69.23,85.54
11/3/2024 14:00,3177.64,117.9,7.06,69.62,74.71,91.03
11/3/2024 15:00,3524.78,135.72,2.12,80.11,89.29,107.24
11/3/2024 16:00,4219.06,145.32,0.42,82.02,105.21,125.26
11/3/2024 17:00,6141.66,148.06,0.05,82.02,133.45,159.09
11/3/2024 18:00,9078.98,149.43,0,81.06,179.8,215.68
11/3/2024 19:00,11108.4,149.43,0,77.25,229.01,276.52
11/3/2024 20:00,11322,139.83,0,66.76,261.82,319.57
11/3/2024 21:00,10253.9,123.38,0,54.36,267.93,331.26
11/3/2024 22:00,9399.41,109.67,0,47.68,273.63,341.62
11/3/2024 23:00,9185.79,104.19,0,45.78,275.66,339.92
11/4/2024 0:00,8758.54,100.08,0,41.96,259.67,313.22
11/4/2024 1:00,8117.68,95.96,0,41.01,247.45,294.96
11/4/2024 2:00,8117.68,102.82,0,46.25,254.09,300.2
11/4/2024 3:00,8651.73,113.79,0,49.59,281.23,331.06
11/4/2024 4:00,9078.98,120.64,0,50.07,304.82,355.11
11/4/2024 5:00,9399.41,115.16,0,49.11,325.95,376.25
11/4/2024 6:00,9613.04,106.93,0,49.11,332.11,381.94
11/4/2024 7:00,10040.3,109.67,0,58.17,326.99,377.28
11/4/2024 8:00,8224.49,104.19,0.01,58.17,239.12,280.57
11/4/2024 9:00,7049.56,93.22,0.05,54.84,183.8,223.84
11/4/2024 10:00,5928.04,91.85,0.42,52.93,154.83,193.95
11/4/2024 11:00,2723.69,71.29,21.1,28.13,68.24,85.94
11/4/2024 12:00,2029.42,54.15,51.5,26.23,53.86,68.42
11/4/2024 13:00,1949.31,52.09,75.1,28.61,59.19,73.99
11/4/2024 14:00,2002.72,57.58,84.4,33.86,64.8,79.26
11/4/2024 15:00,2162.93,67.17,74.39,37.67,67.31,81.3
11/4/2024 16:00,2429.96,78.14,53.64,39.1,66.07,79.59
11/4/2024 17:00,3952.03,117.9,11.35,47.68,83.76,101.7
11/4/2024 18:00,6568.91,148.06,0.03,64.85,134.3,165.51
11/4/2024 19:00,8010.86,161.77,0,70.57,193.53,243.38
11/4/2024 20:00,8438.11,164.51,0,71.53,239.98,300.54
11/4/2024 21:00,8224.49,164.51,0,69.62,258.48,317.64
11/4/2024 22:00,8117.68,167.25,0,68.66,269.74,326.1
11/4/2024 23:00,10894.8,168.62,0,71.53,352.35,423.14
11/5/2024 0:00,14953.6,161.77,0,68.66,461.27,549.76
11/5/2024 1:00,17089.8,156.28,0,64.85,533.53,626.67
11/5/2024 2:00,17303.5,154.91,0,61.99,577.53,670.66
11/5/2024 3:00,16662.6,156.28,0,61.99,594.78,686.05
11/5/2024 4:00,15808.1,159.03,0,65.8,602.65,689.27
11/5/2024 5:00,14740,156.28,0,65.8,597.87,678.9
11/5/2024 6:00,14099.1,141.2,0.01,58.65,582.34,663.37
11/5/2024 7:00,15380.9,138.46,0.67,67.71,599.46,689.8
11/5/2024 8:00,14953.6,153.54,1.27,81.06,537.1,619.06
11/5/2024 9:00,14953.6,149.43,1.24,83.92,471.11,548.41
11/5/2024 10:00,11535.6,120.64,1.32,66.76,326.17,390.44
11/5/2024 11:00,2777.1,58.95,0.51,30.99,61.36,80.94
11/5/2024 12:00,1895.9,45.93,0.46,31.95,35.15,51.02
11/5/2024 13:00,1708.98,42.5,0.67,35.76,28.12,42.98
11/5/2024 14:00,3150.94,47.3,0.6,45.78,45.05,68.02
11/5/2024 15:00,6515.5,54.15,0.28,61.99,94.86,133.22
11/5/2024 16:00,10894.8,65.12,0.18,82.97,166.8,218.63
11/5/2024 17:00,17089.8,79.51,0.32,106.81,267.79,336.77
11/5/2024 18:00,24353,87.05,0.02,122.07,398.16,495.05
11/5/2024 19:00,27343.8,90.48,0,120.16,507.5,636.03
11/5/2024 20:00,28625.5,90.48,0,122.07,625.76,800.86
11/5/2024 21:00,28625.5,87.74,0,122.07,725.81,947.47
11/5/2024 22:00,27130.1,82.25,0,120.16,779.58,1040.36
11/5/2024 23:00,25207.5,76.77,0,114.44,767.76,1050.89
11/6/2024 0:00,23071.3,73.34,0,103,697.42,965.64
11/6/2024 1:00,20507.8,69.92,0,91.55,634.41,880.28
11/6/2024 2:00,17303.5,65.8,0,76.29,567.11,788.77
11/6/2024 3:00,15167.2,61.01,0,65.8,535.8,740.7
11/6/2024 4:00,14953.6,58.26,0,61.99,565.75,759.47
11/6/2024 5:00,15594.5,54.84,0,56.27,598.97,762.88
11/6/2024 6:00,16235.3,50.04,0,49.11,613.45,753.15
11/6/2024 7:00,19226.1,56.89,0,60.56,681.39,824.81
11/6/2024 8:00,13885.5,86.37,0,66.76,432.24,518.86
11/6/2024 9:00,11535.6,83.63,0,64.85,311.11,380.04
11/6/2024 10:00,7797.24,74.71,0.01,51.98,193.16,243.5
11/6/2024 11:00,3097.53,72.66,1.13,37.19,80.34,101.64
11/6/2024 12:00,2189.64,65.8,16.09,31.47,56.96,72.5
11/6/2024 13:00,2056.12,53.47,49.35,26.94,50.24,63.7
11/6/2024 14:00,2269.74,56.89,60.08,27.89,49.79,62.55
11/6/2024 15:00,2483.37,65.8,52.93,30.99,50.98,64.28
11/6/2024 16:00,2777.1,77.46,32.19,32.42,51.41,65.13
11/6/2024 17:00,10574.3,116.53,0.07,64.85,150.7,190.81
11/6/2024 18:00,24139.4,131.61,0,115.39,355.43,441.16
11/6/2024 19:00,35461.4,157.65,0,167.85,599.15,737.03
11/6/2024 20:00,41015.6,194.67,0,219.35,822.78,1016.54
11/6/2024 21:00,41442.9,211.12,0,223.16,963.62,1202.08
11/6/2024 22:00,37597.7,202.89,0,190.73,1000.28,1272.26
11/6/2024 23:00,32043.5,178.22,0,148.77,930.77,1217.64
11/7/2024 0:00,27343.8,156.28,0,119.21,813.17,1085.14
11/7/2024 1:00,23284.9,135.72,0,97.27,723.67,977.02
11/7/2024 2:00,18585.2,116.53,0,78.2,624.45,849.86
11/7/2024 3:00,14312.7,104.19,0,67.71,535.15,730.76
11/7/2024 4:00,12176.5,94.59,0,64.85,494.92,670.04
11/7/2024 5:00,11535.6,90.48,0,69.62,488.61,648.82
11/7/2024 6:00,11428.8,81.57,0,71.53,480.32,621.89
11/7/2024 7:00,13458.2,74.71,0.23,75.34,510.12,647.97
11/7/2024 8:00,12710.6,115.16,1.97,76.29,425.2,529.53
11/7/2024 9:00,14953.6,200.15,8.4,95.37,480.55,590.46
11/7/2024 10:00,16021.7,367.4,80.11,108.72,610.23,727.59
11/7/2024 11:00,4966.74,130.24,188.83,54.36,215.33,253.54
11/7/2024 12:00,3231.05,71.97,260.35,42.44,163.26,189.38
11/7/2024 13:00,2616.88,50.04,291.82,37.67,148.62,170.11
11/7/2024 14:00,2162.93,45.24,263.21,37.67,117.7,135.27
11/7/2024 15:00,1976.01,52.09,220.3,41.96,94.3,109.58
11/7/2024 16:00,1976.01,63.06,173.09,46.25,78.04,91.93
11/7/2024 17:00,6408.69,175.48,42.56,69.62,135.57,166.03
11/7/2024 18:00,14099.1,249.51,0.23,100.14,280.46,343.02
11/7/2024 19:00,17517.1,276.92,0,106.81,446.79,540.01
11/7/2024 20:00,19439.7,287.89,0,104.9,634.02,768.17
11/7/2024 21:00,20721.4,265.96,0,97.27,786.26,968.82
11/7/2024 22:00,20721.4,227.57,0,89.65,854.88,1076.55
11/7/2024 23:00,20080.6,186.44,0,83.92,845.58,1087.73
11/8/2024 0:00,18798.8,157.65,0,75.34,772.89,1003.87
11/8/2024 1:00,17089.8,141.2,0,66.76,718.14,936.07
11/8/2024 2:00,14312.7,128.87,0,62.94,647.78,848.95
11/8/2024 3:00,12069.7,120.64,0,61.99,578.93,763.33
11/8/2024 4:00,10788,116.53,0,62.94,546.12,721.21
11/8/2024 5:00,11108.4,126.12,0,69.62,562.85,728.62
11/8/2024 6:00,11856.1,131.61,0.03,78.2,576.35,729.09
11/8/2024 7:00,14099.1,131.61,1.23,91.55,601.14,750.16
11/8/2024 8:00,10894.8,178.22,3.84,79.15,437.29,527.63
11/8/2024 9:00,12924.2,230.31,6.71,97.27,470.76,563.9
11/8/2024 10:00,13671.9,285.15,14.66,111.58,505.55,600.56
11/8/2024 11:00,4699.71,126.12,75.1,53.88,170.94,204.96
11/8/2024 12:00,3845.21,106.93,110.15,61.04,150.45,180.29
11/8/2024 13:00,3952.03,117.9,155.93,83.92,185.39,217.1
11/8/2024 14:00,3791.81,119.27,211.72,103.95,218.01,250.22
11/8/2024 15:00,3524.78,105.56,254.63,102.04,224.4,254.33
11/8/2024 16:00,3124.24,89.11,260.35,86.78,199.2,225.22
11/8/2024 17:00,7476.81,200.15,95.84,82.02,244.25,288.89
11/8/2024 18:00,16021.7,274.18,0.34,100.14,359.68,440.26
11/8/2024 19:00,23284.9,279.66,0,117.3,509.69,636.7
11/8/2024 20:00,29052.7,315.31,0,131.61,708.6,889.49
11/8/2024 21:00,33752.4,342.73,0,135.42,940.62,1179.19
11/8/2024 22:00,35461.4,331.76,0,127.79,1131.82,1426.24
11/8/2024 23:00,35461.4,290.63,0,112.53,1213.2,1537.4
11/9/2024 0:00,32470.7,233.05,0,82.02,1131.13,1440.41
11/9/2024 1:00,25207.5,165.88,0,49.59,921.73,1190.01
11/9/2024 2:00,19012.4,111.04,0,30.04,721.66,948.94
11/9/2024 3:00,14953.6,78.83,0,22.41,585.96,775.98
11/9/2024 4:00,11749.3,58.95,0,19.55,483.41,645.48
11/9/2024 5:00,8865.36,47.3,0,18.6,375.16,505.57
11/9/2024 6:00,7370,43.18,0,21.22,301.66,408.78
11/9/2024 7:00,8331.3,52.09,0.12,35.76,293.07,391.81
11/9/2024 8:00,2723.69,71.29,42.92,30.52,100.09,123.19
11/9/2024 9:00,2296.45,56.89,61.51,24.8,65.82,80.64
11/9/2024 10:00,2029.42,47.98,69.38,22.41,55.59,69.01
11/9/2024 11:00,1762.39,40.78,75.1,21.22,46.05,57.96
11/9/2024 12:00,1522.06,36.67,75.82,20.5,37.3,47.23
11/9/2024 13:00,1361.85,33.24,75.82,18.6,30.2,38.39
11/9/2024 14:00,1348.5,34.96,75.1,18.6,27.9,35.64
11/9/2024 15:00,1468.66,39.41,74.39,20.5,30.53,38.75
11/9/2024 16:00,1642.23,43.53,74.39,21.22,35.58,44.17
11/9/2024 17:00,2056.12,54.84,65.8,22.41,43.37,52.8
11/9/2024 18:00,2563.48,73.34,46.49,27.89,51.09,62.4
11/9/2024 19:00,2910.61,93.22,30.76,33.86,60.38,76.58
11/9/2024 20:00,4806.52,122.01,3.4,43.39,109.75,148.53
11/9/2024 21:00,7476.81,124.75,0,51.5,192.09,265.8
11/9/2024 22:00,9719.85,120.64,0,59.13,275.08,379.51
11/9/2024 23:00,11962.9,115.16,0,67.71,351.64,484.01
11/10/2024 0:00,13671.9,102.82,0,59.13,402.48,549.74
11/10/2024 1:00,13885.5,87.05,0,43.87,422.89,575.71
11/10/2024 2:00,12283.3,67.17,0,31.47,398.29,534.32
11/10/2024 3:00,10681.2,54.84,0,27.66,370.39,489.64
11/10/2024 4:00,10147.1,51.41,0,28.61,370.18,477.31
11/10/2024 5:00,10253.9,61.69,0,32.42,378.57,468.94
11/10/2024 6:00,10147.1,85,0,37.19,369.45,443.99
11/10/2024 7:00,10467.5,113.79,0.01,50.54,360.69,426.85
11/10/2024 8:00,10147.1,142.57,0.11,64.85,313.77,366.44
11/10/2024 9:00,9719.85,142.57,0.45,64.85,270.61,315.84
11/10/2024 10:00,7583.62,127.49,3.93,55.31,204.88,239.86
11/10/2024 11:00,3417.97,97.33,20.03,33.86,86.55,103.84
11/10/2024 12:00,2403.26,70.6,37.19,31.47,58.77,72.91
11/10/2024 13:00,1949.31,54.15,48.64,25.99,48.47,60.9
11/10/2024 14:00,1735.69,45.24,55.07,21.46,40.81,51.42
11/10/2024 15:00,1789.09,47.3,49.35,22.65,38.78,49.06
11/10/2024 16:00,2029.42,56.89,36.84,25.99,40.84,51.59
11/10/2024 17:00,3311.16,90.48,7.15,35.76,56.94,72.69
11/10/2024 18:00,5714.42,112.41,0,51.98,91.2,119.78
11/10/2024 19:00,6942.75,119.27,0,59.13,127.98,175.21
11/10/2024 20:00,9292.6,120.64,0,64.85,204.55,283.9
11/10/2024 21:00,12924.2,116.53,0,66.76,320.23,441.45
11/10/2024 22:00,16235.3,108.3,0,64.85,445.27,611.15
11/10/2024 23:00,18585.2,98.71,0,59.13,543.06,744.3
11/11/2024 0:00,19226.1,85,0,48.64,575.55,787.95
11/11/2024 1:00,18371.6,71.29,0,40.53,574.72,788.97
11/11/2024 2:00,16662.6,63.06,0,41.48,565.71,770.64
11/11/2024 3:00,15594.5,65.8,0,50.54,564.6,754.62
11/11/2024 4:00,15167.2,70.6,0,57.22,576.15,749.41
11/11/2024 5:00,13885.5,74.03,0,60.08,540.89,686.21
11/11/2024 6:00,12603.8,71.97,0,64.85,491.43,612.53
11/11/2024 7:00,14099.1,70.6,0.01,80.11,509.67,625.18
11/11/2024 8:00,8972.17,84.31,0.1,69.62,298.79,357.96
11/11/2024 9:00,8544.92,89.11,0.21,71.53,252.26,303.51
11/11/2024 10:00,8117.68,100.08,1.17,74.39,238.01,286.93
11/11/2024 11:00,5340.58,102.82,0.34,55.31,154.67,185.89
11/11/2024 12:00,4379.27,111.04,0.75,61.04,129.48,155.82
11/11/2024 13:00,3631.59,123.38,2.73,71.53,117.77,139.48
11/11/2024 14:00,3177.64,132.98,3.58,74.39,112.03,129.8
11/11/2024 15:00,3578.19,139.83,1.25,76.29,120.07,139.26
11/11/2024 16:00,4753.11,143.95,0.14,79.15,137.83,160.72
11/11/2024 17:00,10040.3,146.69,0,87.74,215.27,257.68
11/11/2024 18:00,16662.6,141.2,0,95.37,327.69,396.63
11/11/2024 19:00,20080.6,134.35,0,95.37,427.13,520.28
11/11/2024 20:00,20507.8,124.75,0,91.55,499.66,622.6
11/11/2024 21:00,19226.1,106.93,0,82.02,536.46,685.48
11/11/2024 22:00,17944.3,89.11,0,73.43,567.73,739.1
11/11/2024 23:00,17730.7,77.46,0,70.57,585.82,768.37
11/12/2024 0:00,16449,67.86,0,63.9,540.3,713.53
11/12/2024 1:00,13671.9,60.32,0,57.7,463.69,622.02
11/12/2024 2:00,11749.3,54.84,0,54.84,431.24,585.84
11/12/2024 3:00,10574.3,47.98,0,45.3,419.99,569.01
11/12/2024 4:00,9506.23,40.78,0,35.76,402.24,538.22
11/12/2024 5:00,8331.3,34.96,0,29.8,360.09,463.47
11/12/2024 6:00,8117.68,31.53,0.01,29.09,333.47,415.43
11/12/2024 7:00,11001.6,41.47,0.56,44.35,386.44,477.72
11/12/2024 8:00,5020.14,86.37,13.05,41.01,161.02,194.09
11/12/2024 9:00,4325.87,93.22,25.39,38.62,126.73,153.76
11/12/2024 10:00,3578.19,87.05,20.56,35.76,102.05,126.29
11/12/2024 11:00,2750.4,74.03,4.16,35.29,71.32,90.23
11/12/2024 12:00,2056.12,50.72,3.04,31.47,43.15,57.42
11/12/2024 13:00,1695.63,34.96,7.24,26.46,26.79,38.15
11/12/2024 14:00,1735.69,36.33,1.79,25.51,22.75,33.64
11/12/2024 15:00,1815.8,33.24,0.38,27.18,22.45,33.81
11/12/2024 16:00,1895.9,32.22,0.11,27.18,22.03,33.16
11/12/2024 17:00,5126.95,39.41,0.01,41.01,58.73,81.61
11/12/2024 18:00,11322,52.78,0,64.85,146.02,191.23
11/12/2024 19:00,16235.3,63.75,0,78.2,257.17,330.76
11/12/2024 20:00,17944.3,67.86,0,82.97,356.51,467.35
11/12/2024 21:00,17730.7,62.38,0,77.25,424.83,571.99
11/12/2024 22:00,17303.5,54.84,0,69.62,475.5,648.74
11/12/2024 23:00,16876.2,49.35,0,61.99,494.85,677.41
11/13/2024 0:00,14526.4,43.18,0,47.68,422.48,584.56
11/13/2024 1:00,10360.7,35.99,0,32.9,309.39,439.8
11/13/2024 2:00,7476.81,30.85,0,25.03,239.97,348.04
11/13/2024 3:00,5981.45,28.1,0,22.89,213.92,309.88
11/13/2024 4:00,5126.95,26.73,0,23.6,204.35,292.86
11/13/2024 5:00,4699.71,26.73,0,25.75,193.52,267.12
11/13/2024 6:00,4966.74,28.1,0.01,29.56,189.69,254.91
11/13/2024 7:00,6835.94,37.36,0.74,45.78,214.75,284.62
11/13/2024 8:00,7904.05,63.75,3.67,60.08,207.41,271.69
11/13/2024 9:00,9078.98,119.27,12.34,64.85,229.35,294.56
11/13/2024 10:00,6835.94,138.46,55.07,51.5,199.21,250.94
11/13/2024 11:00,1815.8,39.76,77.96,20.27,52.07,66.66
11/13/2024 12:00,1188.28,26.05,70.81,15.74,30.93,39.85
11/13/2024 13:00,1094.82,25.02,57.94,14.66,22.22,29.43
11/13/2024 14:00,1121.52,27.42,38.27,15.26,15.38,21.93
11/13/2024 15:00,1188.28,29.47,22.89,16.21,13.26,19.68
11/13/2024 16:00,1335.14,33.24,11.18,16.93,13.62,20.11
11/13/2024 17:00,6835.94,50.04,0.36,51.5,74.87,100.09
11/13/2024 18:00,17517.1,76.09,0.01,122.07,222.27,284.73
11/13/2024 19:00,27130.1,102.82,0,190.73,426.32,536.27
11/13/2024 20:00,31616.2,122.01,0,221.25,603.2,757.85
11/13/2024 21:00,28625.5,123.38,0,194.55,631.85,793.94
11/13/2024 22:00,21148.7,104.19,0,135.42,519.87,652.15
11/13/2024 23:00,13137.8,76.77,0,73.43,332.17,415.08
11/14/2024 0:00,9933.47,60.32,0,51.02,256.15,329.75
11/14/2024 1:00,6782.53,47.3,0,33.86,183.52,244.09
11/14/2024 2:00,5073.55,39.41,0,24.8,154.06,210.91
11/14/2024 3:00,4753.11,35.64,0,24.8,165.76,230.06
11/14/2024 4:00,4806.52,35.3,0,30.52,188.74,261.41
11/14/2024 5:00,5073.55,37.36,0,37.67,206.53,278.27
11/14/2024 6:00,5767.82,37.36,0.01,36.72,220.88,287.95
11/14/2024 7:00,8651.73,47.3,0.74,48.64,272.77,346.35
11/14/2024 8:00,6782.53,82.94,2.01,60.08,182.25,229.76
11/14/2024 9:00,7370,116.53,8.67,65.8,179.13,226.17
11/14/2024 10:00,6622.31,153.54,55.07,61.99,190.16,233.94
11/14/2024 11:00,3578.19,80.2,160.22,39.58,109.9,133.43
11/14/2024 12:00,2830.51,66.49,181.67,41.01,98.99,119.97
11/14/2024 13:00,2243.04,64.43,130.18,40.05,69.41,87.15
11/14/2024 14:00,2109.53,71.97,65.09,41.01,50.29,65.74
11/14/2024 15:00,2696.99,91.85,32.9,49.59,55.56,73.15
11/14/2024 16:00,3898.62,120.64,15.38,61.99,73.67,95.69
11/14/2024 17:00,11215.2,172.73,2.06,91.55,171.75,217.96
11/14/2024 18:00,23712.2,227.57,0.05,127.79,359.6,449.1
11/14/2024 19:00,31616.2,271.44,0,143.05,547.28,685.19
11/14/2024 20:00,36315.9,301.6,0,194.55,745.64,941.27
11/14/2024 21:00,38879.4,329.02,0,240.33,915.59,1161.51
11/14/2024 22:00,38879.4,348.21,0,263.21,1035.64,1322.52
11/14/2024 23:00,37170.4,356.44,0,263.21,1072.99,1385.94
11/15/2024 0:00,34606.9,356.44,0,247.96,1035.32,1344.54
11/15/2024 1:00,31189,337.24,0,215.53,997.93,1307.14
11/15/2024 2:00,25848.4,285.15,0,125.89,883.96,1174.54
11/15/2024 3:00,20294.2,227.57,0,81.06,756.23,1017.01
11/15/2024 4:00,17089.8,186.44,0,66.76,675.96,910.66
11/15/2024 5:00,16876.2,169.99,0,63.9,672.71,886.92
11/15/2024 6:00,18158,161.77,0,56.27,701.27,894.99
11/15/2024 7:00,21789.6,160.4,0.11,65.8,763.54,947.95
11/15/2024 8:00,16876.2,191.93,0.23,82.02,558.53,664.71
11/15/2024 9:00,17303.5,208.38,0.35,90.6,542.57,637.58
11/15/2024 10:00,14099.1,186.44,0.69,78.2,429.61,507.87
11/15/2024 11:00,3524.78,100.08,9.83,34.33,101.92,124.1
11/15/2024 12:00,1789.09,56.89,30.4,25.27,41.28,53.7
11/15/2024 13:00,1388.55,43.87,36.48,22.89,24.68,34.56
11/15/2024 14:00,1602.17,56.21,19.85,32.42,23.49,34.34
11/15/2024 15:00,2269.74,67.86,2.62,45.3,32.2,46.09
11/15/2024 16:00,3257.75,69.92,0.27,53.88,46.19,63.57
11/15/2024 17:00,9719.85,91.85,0.02,80.11,127.58,165.41
11/15/2024 18:00,20294.2,130.24,0,110.63,279.39,350.25
11/15/2024 19:00,28198.2,161.77,0,123.98,446.08,553.24
11/15/2024 20:00,30761.7,183.7,0,125.89,580.87,726.2
11/15/2024 21:00,31616.2,194.67,0,116.35,677.17,852.31
11/15/2024 22:00,32470.7,202.89,0,106.81,774.72,979.66
11/15/2024 23:00,34179.7,211.12,0,92.51,852.1,1081.25
11/16/2024 0:00,36315.9,222.09,0,76.29,913.27,1155.46
11/16/2024 1:00,37170.4,230.31,0,60.56,951.32,1197.23
11/16/2024 2:00,35461.4,233.05,0,48.64,952.92,1198.82
11/16/2024 3:00,32043.5,227.57,0,42.92,896.63,1131.35
11/16/2024 4:00,26702.9,213.86,0,41.48,794.34,1010.43
11/16/2024 5:00,20507.8,194.67,0,39.58,648.41,819.79
11/16/2024 6:00,15808.1,172.73,0.02,35.29,519.94,642.88
11/16/2024 7:00,14312.7,161.77,0.88,42.44,458.53,560.05
11/16/2024 8:00,12603.8,168.62,1.54,57.22,386.47,467.5
11/16/2024 9:00,13885.5,194.67,1.74,74.39,409.64,496.26
11/16/2024 10:00,13244.6,216.6,1.97,83.92,402.5,487.27
11/16/2024 11:00,5767.82,168.62,3.13,75.34,184.01,217.11
11/16/2024 12:00,4325.87,163.14,3.67,76.29,135.24,155.79
11/16/2024 13:00,3845.21,157.65,3.35,67.71,118.59,134.05
11/16/2024 14:00,3417.97,141.2,2.08,61.99,96.95,109.66
11/16/2024 15:00,3471.37,128.87,0.69,62.94,86.8,100.47
11/16/2024 16:00,4005.43,120.64,0.12,64.85,89.49,105.95
11/16/2024 17:00,5287.17,124.75,0,68.66,109.59,130.45
11/16/2024 18:00,6088.26,128.87,0,70.57,124.14,147.54
11/16/2024 19:00,6248.47,132.98,0,72.48,133.56,160.21
11/16/2024 20:00,6782.53,137.09,0,78.2,148.99,181.68
11/16/2024 21:00,7904.05,148.06,0,82.97,186.62,226.75
11/16/2024 22:00,8972.17,169.99,0,84.88,235.54,280.77
11/16/2024 23:00,10253.9,197.41,0,73.43,296.66,346.98
11/17/2024 0:00,11642.5,216.6,0,58.17,348.07,399.32
11/17/2024 1:00,12069.7,222.09,0,46.73,382.5,436.53
11/17/2024 2:00,11962.9,216.6,0,39.1,404.51,460.4
11/17/2024 3:00,11856.1,211.12,0,34.81,425.47,481.82
11/17/2024 4:00,11856.1,202.89,0,33.86,444.28,500.16
11/17/2024 5:00,11322,191.93,0,32.9,442.94,495.1
11/17/2024 6:00,11001.6,183.7,0,33.38,431.23,480.12
11/17/2024 7:00,12497,186.44,0.06,45.78,451.14,507.48
11/17/2024 8:00,11322,189.19,0.26,62.94,365.17,412.21
11/17/2024 9:00,11856.1,194.67,0.39,74.39,334.23,382.67
11/17/2024 10:00,10788,197.41,0.67,78.2,293.92,340.05
11/17/2024 11:00,4539.49,138.46,0.15,60.08,121.04,140.88
11/17/2024 12:00,2510.07,108.3,0.76,54.36,64,76.41
11/17/2024 13:00,1762.39,89.11,3.58,50.54,42.48,52.1
11/17/2024 14:00,1415.25,73.34,16.45,45.78,31.05,39.17
11/17/2024 15:00,1401.9,65.12,27.18,41.01,26.48,34.13
11/17/2024 16:00,1562.12,69.92,23.96,40.53,26.02,33.89
11/17/2024 17:00,2403.26,94.59,6.17,45.78,36.26,46.8
11/17/2024 18:00,4058.84,112.41,0.14,56.74,60.09,76.92
11/17/2024 19:00,5393.98,122.01,0,60.56,89.09,115.22
11/17/2024 20:00,8117.68,134.35,0,62.94,157.99,205.54
11/17/2024 21:00,11535.6,145.32,0,66.76,255.95,329.56
11/17/2024 22:00,13671.9,148.06,0,69.62,335.64,427.87
11/17/2024 23:00,14740,145.32,0,68.66,373.37,471.19
11/18/2024 0:00,14312.7,139.83,0,59.6,357.19,444.75
11/18/2024 1:00,13458.2,131.61,0,51.5,347.49,429.46
